text,label,entities
"Aldo-keto reductases (<< AKRs >>) metabolize a wide range of substrates, including polycyclic aromatic hydrocarbons ([[ PAHs ]]), generating metabolites (o-quinones) and reactive oxygen species (ROS), which are capable of initiating and promoting carcinogenesis.",SUBSTRATE,"['AKRs', 'PAHs']"
"<< Aldo-keto reductases >> (AKRs) metabolize a wide range of substrates, including polycyclic aromatic hydrocarbons (PAHs), generating metabolites ([[ o-quinones ]]) and reactive oxygen species (ROS), which are capable of initiating and promoting carcinogenesis.",SUBSTRATE,"['Aldo-keto reductases', 'o-quinones']"
"Aldo-keto reductases (<< AKRs >>) metabolize a wide range of substrates, including polycyclic aromatic hydrocarbons (PAHs), generating metabolites ([[ o-quinones ]]) and reactive oxygen species (ROS), which are capable of initiating and promoting carcinogenesis.",SUBSTRATE,"['AKRs', 'o-quinones']"
"Exposure to << PAHs >>, their metabolites, and ROS further increase [[ AKRs ]] isoform expression that may amplify oxidative damage.",INDIRECT-UPREGULATOR,"['PAHs', 'AKRs']"
"Despite the importance of << AKRs >> in [[ PAHs ]] metabolism, there are no studies that evaluate, in general human populations, the effect of PAHs on AKRs expression in peripheral blood lymphocytes (PBLs).",SUBSTRATE,"['AKRs', 'PAHs']"
"The pretreatment with 20 mg L(-1) << La(III) >> could alleviate the effects of UV-B radiation on the activities of [[ nitrate reductase ]], glutamine synthetase, glutamate synthase, and glutamate dehydrogenase, promoting amino acid conversion and protein synthesis in soybean seedlings.",DOWNREGULATOR,"['La(III)', 'nitrate reductase']"
"The pretreatment with 20 mg L(-1) << La(III) >> could alleviate the effects of UV-B radiation on the activities of nitrate reductase, [[ glutamine synthetase ]], glutamate synthase, and glutamate dehydrogenase, promoting amino acid conversion and protein synthesis in soybean seedlings.",DOWNREGULATOR,"['La(III)', 'glutamine synthetase']"
"The pretreatment with 20 mg L(-1) << La(III) >> could alleviate the effects of UV-B radiation on the activities of nitrate reductase, glutamine synthetase, [[ glutamate synthase ]], and glutamate dehydrogenase, promoting amino acid conversion and protein synthesis in soybean seedlings.",DOWNREGULATOR,"['La(III)', 'glutamate synthase']"
"The pretreatment with 20 mg L(-1) << La(III) >> could alleviate the effects of UV-B radiation on the activities of nitrate reductase, glutamine synthetase, glutamate synthase, and [[ glutamate dehydrogenase ]], promoting amino acid conversion and protein synthesis in soybean seedlings.",DOWNREGULATOR,"['La(III)', 'glutamate dehydrogenase']"
Inhibition of << monoamine oxidase >> by [[ phthalide ]] analogues.,INHIBITOR,"['monoamine oxidase', 'phthalide']"
"Based on recent reports that the small molecules, << isatin >> and phthalimide, are suitable scaffolds for the design of high potency [[ monoamine oxidase ]] (MAO) inhibitors, the present study examines the MAO inhibitory properties of a series of phthalide [2-benzofuran-1(3H)-one] analogues.",INHIBITOR,"['isatin', 'monoamine oxidase']"
"Based on recent reports that the small molecules, << isatin >> and phthalimide, are suitable scaffolds for the design of high potency monoamine oxidase ([[ MAO ]]) inhibitors, the present study examines the MAO inhibitory properties of a series of phthalide [2-benzofuran-1(3H)-one] analogues.",INHIBITOR,"['isatin', 'MAO']"
"Based on recent reports that the small molecules, isatin and << phthalimide >>, are suitable scaffolds for the design of high potency [[ monoamine oxidase ]] (MAO) inhibitors, the present study examines the MAO inhibitory properties of a series of phthalide [2-benzofuran-1(3H)-one] analogues.",INHIBITOR,"['phthalimide', 'monoamine oxidase']"
"Based on recent reports that the small molecules, isatin and << phthalimide >>, are suitable scaffolds for the design of high potency monoamine oxidase ([[ MAO ]]) inhibitors, the present study examines the MAO inhibitory properties of a series of phthalide [2-benzofuran-1(3H)-one] analogues.",INHIBITOR,"['phthalimide', 'MAO']"
"Based on recent reports that the small molecules, isatin and phthalimide, are suitable scaffolds for the design of high potency monoamine oxidase (MAO) inhibitors, the present study examines the << MAO >> inhibitory properties of a series of [[ phthalide ]] [2-benzofuran-1(3H)-one] analogues.",INHIBITOR,"['MAO', 'phthalide']"
"Based on recent reports that the small molecules, isatin and phthalimide, are suitable scaffolds for the design of high potency monoamine oxidase (MAO) inhibitors, the present study examines the << MAO >> inhibitory properties of a series of phthalide [[[ 2-benzofuran-1(3H)-one ]]] analogues.",INHIBITOR,"['MAO', '[ 2-benzofuran-1(3H)-one']"
"In most instances, C6-substituted << phthalides >> exhibit [[ MAO-B ]] specific inhibition.",INHIBITOR,"['phthalides', 'MAO-B']"
The results also show that the binding modes of representative << phthalides >> are reversible and competitive at both [[ MAO ]] isoforms.,INHIBITOR,"['phthalides', 'MAO']"
"Binding of the agonist angiotensin II (AngII) and inverse agonist << losartan >> in wild-type [[ AT1R ]] changed the accessibility of reporter cysteines, and the pattern was consistent with ligand-specific ""lid"" conformations of ECL2.",AGONIST-INHIBITOR,"['losartan', 'AT1R']"
"Immunohistochemical characterization of << pyrimidine >> synthetic enzymes, [[ thymidine kinase-1 ]] and thymidylate synthase, in various types of cancer.",PRODUCT-OF,"['pyrimidine', 'thymidine kinase-1']"
"Immunohistochemical characterization of << pyrimidine >> synthetic enzymes, thymidine kinase-1 and [[ thymidylate synthase ]], in various types of cancer.",PRODUCT-OF,"['pyrimidine', 'thymidylate synthase']"
"<< Thymidine kinase-1 >> (TK-1) and thymidylate synthase (TS) are key enzymes for salvage and de novo [[ pyrimidine ]] synthesis, respectively.",PRODUCT-OF,"['Thymidine kinase-1', 'pyrimidine']"
"Thymidine kinase-1 (<< TK-1) >> and thymidylate synthase (TS) are key enzymes for salvage and de novo [[ pyrimidine ]] synthesis, respectively.",PRODUCT-OF,"['TK-1)', 'pyrimidine']"
"Thymidine kinase-1 (TK-1) and << thymidylate synthase >> (TS) are key enzymes for salvage and de novo [[ pyrimidine ]] synthesis, respectively.",PRODUCT-OF,"['thymidylate synthase', 'pyrimidine']"
"Thymidine kinase-1 (TK-1) and thymidylate synthase (<< TS >>) are key enzymes for salvage and de novo [[ pyrimidine ]] synthesis, respectively.",PRODUCT-OF,"['TS', 'pyrimidine']"
"<< TAS-102 >> is a novel drug containing trifluorothymidine, which is phosphorylated by TK-1 to its active monophosphated form, that in turn can inhibit [[ TS ]].",INDIRECT-DOWNREGULATOR,"['TAS-102', 'TS']"
"<< TAS-102 >> is a novel drug containing trifluorothymidine, which is phosphorylated by [[ TK-1 ]] to its active monophosphated form, that in turn can inhibit TS.",SUBSTRATE,"['TAS-102', 'TK-1']"
"TAS-102 is a novel drug containing << trifluorothymidine >>, which is phosphorylated by [[ TK-1 ]] to its active monophosphated form, that in turn can inhibit TS.",SUBSTRATE,"['trifluorothymidine', 'TK-1']"
"Gastrointestinal adenocarcinomas and squamous cell uterine carcinomas were often accompanied by high << TS >> expression, indicating activation of [[ pyrimidine ]] synthesis through both the salvage and de novo pathways.",PRODUCT-OF,"['TS', 'pyrimidine']"
"The contractions to 5-HT were inhibited by << ketanserin >> and alosetron indicating involvement of [[ 5-HT(2A) ]] and 5-HT(3) receptors, respectively.",INHIBITOR,"['ketanserin', '5-HT(2A)']"
"The contractions to 5-HT were inhibited by ketanserin and << alosetron >> indicating involvement of 5-HT(2A) and [[ 5-HT(3) ]] receptors, respectively.",INHIBITOR,"['alosetron', '5-HT(3)']"
"Regarding << urease >> inhibition, [[ n-butanol ]] was the most potent fraction (IC50: 97 µg/mL).",INHIBITOR,"['urease', 'n-butanol']"
"The current U.S. military and civilian oxime countermeasure, 2-[(hydroxyimino)methyl]-1-methylpyridin-1-ium chloride (2-PAM), is under consideration for replacement with a more effective << acetylcholinesterase >> reactivator, [[ 1,1'-methylenebis{4-hydroxyiminomethyl}pyridinium dimethanesulfonate ]] (MMB-4).",ACTIVATOR,"['acetylcholinesterase', ""1,1'-methylenebis{4-hydroxyiminomethyl}pyridinium dimethanesulfonate""]"
"The current U.S. military and civilian oxime countermeasure, 2-[(hydroxyimino)methyl]-1-methylpyridin-1-ium chloride (2-PAM), is under consideration for replacement with a more effective << acetylcholinesterase >> reactivator, 1,1'-methylenebis{4-hydroxyiminomethyl}pyridinium dimethanesulfonate ([[ MMB-4 ]]).",ACTIVATOR,"['acetylcholinesterase', 'MMB-4']"
"Methylation-specific PCR and bisulfite sequencing identified methylation of this << CpG >> ((m)CpG) island of the glut3 gene, frequency of methylation increasing 2.5-fold with a 1.6-fold increase in [[ DNA methyl transferase 3a ]] concentrations noted with advancing postnatal age (PN14 vs PN3).",INDIRECT-UPREGULATOR,"['CpG', 'DNA methyl transferase 3a']"
"Methylation-specific PCR and bisulfite sequencing identified methylation of this CpG (<< (m)CpG >>) island of the glut3 gene, frequency of methylation increasing 2.5-fold with a 1.6-fold increase in [[ DNA methyl transferase 3a ]] concentrations noted with advancing postnatal age (PN14 vs PN3).",INDIRECT-UPREGULATOR,"['(m)CpG', 'DNA methyl transferase 3a']"
5'-flanking region of glut3-luciferase reporter transient transfection in HT22 hippocampal neurons demonstrated that << (m)CpGs >> inhibit [[ glut3 ]] transcription.,INDIRECT-DOWNREGULATOR,"['(m)CpGs', 'glut3']"
Separate << 5-aza-2'-deoxycytidine >> pretreatment or in combination with trichostatin A reduced (m)CpG and specific small interference RNAs targeting [[ Mecp2 ]] and Creb1 separately or together depleting Mecp2 and/or Creb1 binding of glut3-(m)CpGs reduced glut3 expression in HT22 cells.,INDIRECT-DOWNREGULATOR,"[""5-aza-2'-deoxycytidine"", 'Mecp2']"
Separate << 5-aza-2'-deoxycytidine >> pretreatment or in combination with trichostatin A reduced (m)CpG and specific small interference RNAs targeting Mecp2 and [[ Creb1 ]] separately or together depleting Mecp2 and/or Creb1 binding of glut3-(m)CpGs reduced glut3 expression in HT22 cells.,INDIRECT-DOWNREGULATOR,"[""5-aza-2'-deoxycytidine"", 'Creb1']"
Separate 5-aza-2'-deoxycytidine pretreatment or in combination with << trichostatin A >> reduced (m)CpG and specific small interference RNAs targeting [[ Mecp2 ]] and Creb1 separately or together depleting Mecp2 and/or Creb1 binding of glut3-(m)CpGs reduced glut3 expression in HT22 cells.,INDIRECT-DOWNREGULATOR,"['trichostatin A', 'Mecp2']"
Separate 5-aza-2'-deoxycytidine pretreatment or in combination with << trichostatin A >> reduced (m)CpG and specific small interference RNAs targeting Mecp2 and [[ Creb1 ]] separately or together depleting Mecp2 and/or Creb1 binding of glut3-(m)CpGs reduced glut3 expression in HT22 cells.,INDIRECT-DOWNREGULATOR,"['trichostatin A', 'Creb1']"
"A pronounced NET knockout-induced shortening of the immobility time in the TST (by ca 50%) compared to WT mice was not reduced any further by << NET >>-inhibiting ADs such as [[ reboxetine ]], desipramine, and imipramine.",INHIBITOR,"['NET', 'reboxetine']"
"A pronounced NET knockout-induced shortening of the immobility time in the TST (by ca 50%) compared to WT mice was not reduced any further by << NET >>-inhibiting ADs such as reboxetine, [[ desipramine ]], and imipramine.",INHIBITOR,"['NET', 'desipramine']"
"A pronounced NET knockout-induced shortening of the immobility time in the TST (by ca 50%) compared to WT mice was not reduced any further by << NET >>-inhibiting ADs such as reboxetine, desipramine, and [[ imipramine ]].",INHIBITOR,"['NET', 'imipramine']"
In vitro inhibitory effects of non-steroidal anti-inflammatory drugs on 4-methylumbelliferone glucuronidation in recombinant << human UDP-glucuronosyltransferase 1A9 >>--potent inhibition by [[ niflumic acid ]].,INHIBITOR,"['human UDP-glucuronosyltransferase 1A9', 'niflumic acid']"
"In conclusion, of the seven NSAIDs investigated, << niflumic acid >> was the most potent inhibitor of recombinant [[ UGT1A9 ]] via 4-MUG in a competitive manner.",INHIBITOR,"['niflumic acid', 'UGT1A9']"
"Neither the superoxide radical scavenger, tiron, nor the inhibitor of the << dopamine (DA) transporter >>, [[ GBR 12909 ]], prevented the metabolites' toxicity.",INHIBITOR,"['dopamine (DA) transporter', 'GBR 12909']"
"Importantly, pre-treatment with buthionine sulfoximine (<< BSO >>), an inhibitor of [[ γ-GCS ]], prevented α-MeDA induced increase in GSH levels, but did not augment this metabolite cytotoxicity.",INHIBITOR,"['BSO', 'γ-GCS']"
"Importantly, pre-treatment with << buthionine sulfoximine >> (BSO), an inhibitor of [[ γ-GCS ]], prevented α-MeDA induced increase in GSH levels, but did not augment this metabolite cytotoxicity.",INHIBITOR,"['buthionine sulfoximine', 'γ-GCS']"
"<< MNU >>-induced lesions presented markers indicative of an aggressive phenotype: lack of basal cells, rupture of the smooth muscle cell layer, loss of E-cadherin, and high [[ MGMT ]] staining.",INDIRECT-UPREGULATOR,"['MNU', 'MGMT']"
"<< MNU >>-induced lesions presented markers indicative of an aggressive phenotype: lack of basal cells, rupture of the smooth muscle cell layer, loss of [[ E-cadherin ]], and high MGMT staining.",INDIRECT-DOWNREGULATOR,"['MNU', 'E-cadherin']"
"The treatment with << arsenic >> exhibited a significant increase in some serum hepatic and renal biochemical parameters ([[ alanine aminotransferase ]], aspartate aminotransferase, alkaline phosphatase, total protein, albumin, bilirubin, cholesterol, urea and creatinine).",INDIRECT-UPREGULATOR,"['arsenic', 'alanine aminotransferase']"
"The treatment with << arsenic >> exhibited a significant increase in some serum hepatic and renal biochemical parameters (alanine aminotransferase, [[ aspartate aminotransferase ]], alkaline phosphatase, total protein, albumin, bilirubin, cholesterol, urea and creatinine).",INDIRECT-UPREGULATOR,"['arsenic', 'aspartate aminotransferase']"
"The treatment with << arsenic >> exhibited a significant increase in some serum hepatic and renal biochemical parameters (alanine aminotransferase, aspartate aminotransferase, [[ alkaline phosphatase ]], total protein, albumin, bilirubin, cholesterol, urea and creatinine).",INDIRECT-UPREGULATOR,"['arsenic', 'alkaline phosphatase']"
"The treatment with << arsenic >> exhibited a significant increase in some serum hepatic and renal biochemical parameters (alanine aminotransferase, aspartate aminotransferase, alkaline phosphatase, total protein, [[ albumin ]], bilirubin, cholesterol, urea and creatinine).",INDIRECT-UPREGULATOR,"['arsenic', 'albumin']"
"However, recent clinical studies have shown that a single low-dose injection of << ketamine >>, an [[ N-methyl d-aspartate receptor ]] (NMDAR) antagonist, has rapid antidepressant effects that are observed within hours and are long lasting.",ANTAGONIST,"['ketamine', 'N-methyl d-aspartate receptor']"
"However, recent clinical studies have shown that a single low-dose injection of << ketamine >>, an N-methyl d-aspartate receptor ([[ NMDAR ]]) antagonist, has rapid antidepressant effects that are observed within hours and are long lasting.",ANTAGONIST,"['ketamine', 'NMDAR']"
<< Doxorubicin >> is mainly excreted into the bile via [[ P-glycoprotein ]] (P-gp) and multidrug resistance-associated protein 2 (Mrp2) in hepatobiliary route and metabolized via cytochrome P450 (CYP) 3A subfamily.,SUBSTRATE,"['Doxorubicin', 'P-glycoprotein']"
<< Doxorubicin >> is mainly excreted into the bile via P-glycoprotein ([[ P-gp ]]) and multidrug resistance-associated protein 2 (Mrp2) in hepatobiliary route and metabolized via cytochrome P450 (CYP) 3A subfamily.,SUBSTRATE,"['Doxorubicin', 'P-gp']"
<< Doxorubicin >> is mainly excreted into the bile via P-glycoprotein (P-gp) and [[ multidrug resistance-associated protein 2 ]] (Mrp2) in hepatobiliary route and metabolized via cytochrome P450 (CYP) 3A subfamily.,SUBSTRATE,"['Doxorubicin', 'multidrug resistance-associated protein 2']"
<< Doxorubicin >> is mainly excreted into the bile via P-glycoprotein (P-gp) and multidrug resistance-associated protein 2 ([[ Mrp2 ]]) in hepatobiliary route and metabolized via cytochrome P450 (CYP) 3A subfamily.,SUBSTRATE,"['Doxorubicin', 'Mrp2']"
<< Doxorubicin >> is mainly excreted into the bile via P-glycoprotein (P-gp) and multidrug resistance-associated protein 2 (Mrp2) in hepatobiliary route and metabolized via [[ cytochrome P450 (CYP) 3A ]] subfamily.,SUBSTRATE,"['Doxorubicin', 'cytochrome P450 (CYP) 3A']"
The slower CL was due to the reduction of hepatic biliary excretion (67.0% decrease) and hepatic << CYP3A >> subfamily-mediated metabolism (21.9% decrease) of [[ doxorubicin ]].,SUBSTRATE,"['CYP3A', 'doxorubicin']"
Activation of << AMP-activated Protein Kinase >> and Phosphorylation of Glycogen Synthase Kinase3 β Mediate [[ Ursolic Acid ]] Induced Apoptosis in HepG2 Liver Cancer Cells.,ACTIVATOR,"['AMP-activated Protein Kinase', 'Ursolic Acid']"
Activation of AMP-activated Protein Kinase and Phosphorylation of << Glycogen Synthase Kinase3 β >> Mediate [[ Ursolic Acid ]] Induced Apoptosis in HepG2 Liver Cancer Cells.,ACTIVATOR,"['Glycogen Synthase Kinase3 β', 'Ursolic Acid']"
"Interestingly, << ursolic acid >> increased the phosphorylation of [[ AMPK ]] and coenzyme A carboxylase and also enhanced phosphorylation of GSK3β at inactive form serine 9, whereas ursolic acid attenuated the phosphorylation of AKT and mTOR in HepG2 cells.",ACTIVATOR,"['ursolic acid', 'AMPK']"
"Interestingly, << ursolic acid >> increased the phosphorylation of AMPK and [[ coenzyme A carboxylase ]] and also enhanced phosphorylation of GSK3β at inactive form serine 9, whereas ursolic acid attenuated the phosphorylation of AKT and mTOR in HepG2 cells.",ACTIVATOR,"['ursolic acid', 'coenzyme A carboxylase']"
"Interestingly, << ursolic acid >> increased the phosphorylation of AMPK and coenzyme A carboxylase and also enhanced phosphorylation of [[ GSK3β ]] at inactive form serine 9, whereas ursolic acid attenuated the phosphorylation of AKT and mTOR in HepG2 cells.",ACTIVATOR,"['ursolic acid', 'GSK3β']"
"Interestingly, ursolic acid increased the phosphorylation of AMPK and coenzyme A carboxylase and also enhanced phosphorylation of GSK3β at inactive form serine 9, whereas << ursolic acid >> attenuated the phosphorylation of [[ AKT ]] and mTOR in HepG2 cells.",INHIBITOR,"['ursolic acid', 'AKT']"
"Interestingly, ursolic acid increased the phosphorylation of AMPK and coenzyme A carboxylase and also enhanced phosphorylation of GSK3β at inactive form serine 9, whereas << ursolic acid >> attenuated the phosphorylation of AKT and [[ mTOR ]] in HepG2 cells.",INHIBITOR,"['ursolic acid', 'mTOR']"
"Conversely, AMPK inhibitor compound C or GSK3β inhibitor SB216763 blocked the cleavages of << PARP >> and caspase 3 induced by [[ ursolic acid ]] in HepG2 cells.",INDIRECT-UPREGULATOR,"['PARP', 'ursolic acid']"
"Conversely, AMPK inhibitor compound C or GSK3β inhibitor SB216763 blocked the cleavages of PARP and << caspase 3 >> induced by [[ ursolic acid ]] in HepG2 cells.",INDIRECT-UPREGULATOR,"['caspase 3', 'ursolic acid']"
"Conversely, AMPK inhibitor << compound C >> or GSK3β inhibitor SB216763 blocked the cleavages of PARP and [[ caspase 3 ]] induced by ursolic acid in HepG2 cells.",INDIRECT-DOWNREGULATOR,"['compound C', 'caspase 3']"
"Conversely, AMPK inhibitor compound C or GSK3β inhibitor << SB216763 >> blocked the cleavages of PARP and [[ caspase 3 ]] induced by ursolic acid in HepG2 cells.",INDIRECT-DOWNREGULATOR,"['SB216763', 'caspase 3']"
"Conversely, << AMPK >> inhibitor [[ compound C ]] or GSK3β inhibitor SB216763 blocked the cleavages of PARP and caspase 3 induced by ursolic acid in HepG2 cells.",INHIBITOR,"['AMPK', 'compound C']"
"Conversely, AMPK inhibitor compound C or << GSK3β >> inhibitor [[ SB216763 ]] blocked the cleavages of PARP and caspase 3 induced by ursolic acid in HepG2 cells.",INHIBITOR,"['GSK3β', 'SB216763']"
"Furthermore, proteosomal inhibitor MG132 suppressed << AMPK >> activation, GSK3β phosphorylation, cleaved PARP and deceased AEG-1 induced by [[ ursolic acid ]] in HepG2 cells.",ACTIVATOR,"['AMPK', 'ursolic acid']"
"Furthermore, proteosomal inhibitor MG132 suppressed AMPK activation, << GSK3β >> phosphorylation, cleaved PARP and deceased AEG-1 induced by [[ ursolic acid ]] in HepG2 cells.",ACTIVATOR,"['GSK3β', 'ursolic acid']"
"Furthermore, proteosomal inhibitor << MG132 >> suppressed AMPK activation, GSK3β phosphorylation, cleaved PARP and deceased [[ AEG-1 ]] induced by ursolic acid in HepG2 cells.",INDIRECT-UPREGULATOR,"['MG132', 'AEG-1']"
"Furthermore, proteosomal inhibitor MG132 suppressed AMPK activation, GSK3β phosphorylation, cleaved PARP and deceased << AEG-1 >> induced by [[ ursolic acid ]] in HepG2 cells.",INDIRECT-UPREGULATOR,"['AEG-1', 'ursolic acid']"
"Furthermore, proteosomal inhibitor MG132 suppressed AMPK activation, GSK3β phosphorylation, cleaved PARP and deceased << AEG-1 >> induced by [[ ursolic acid ]] in HepG2 cells.",INDIRECT-DOWNREGULATOR,"['AEG-1', 'ursolic acid']"
"Furthermore, proteosomal inhibitor << MG132 >> suppressed [[ AMPK ]] activation, GSK3β phosphorylation, cleaved PARP and deceased AEG-1 induced by ursolic acid in HepG2 cells.",INHIBITOR,"['MG132', 'AMPK']"
"Furthermore, proteosomal inhibitor << MG132 >> suppressed AMPK activation, [[ GSK3β ]] phosphorylation, cleaved PARP and deceased AEG-1 induced by ursolic acid in HepG2 cells.",INHIBITOR,"['MG132', 'GSK3β']"
"Overall, our findings suggest that << ursolic acid >> induced apoptosis in HepG2 cells via [[ AMPK ]] activation and GSK3β phosphorylation as a potent chemopreventive agent.",ACTIVATOR,"['ursolic acid', 'AMPK']"
"Overall, our findings suggest that << ursolic acid >> induced apoptosis in HepG2 cells via AMPK activation and [[ GSK3β ]] phosphorylation as a potent chemopreventive agent.",ACTIVATOR,"['ursolic acid', 'GSK3β']"
"Using << paraoxon >> as a reference [[ acetylcholinesterase ]] (AChE) inhibitor, the objective of this study was to develop an adverse outcome pathway (AOP) that provided quantitative linkages across levels of biological organization during zebrafish embryogenesis.",INHIBITOR,"['paraoxon', 'acetylcholinesterase']"
"Using << paraoxon >> as a reference acetylcholinesterase ([[ AChE ]]) inhibitor, the objective of this study was to develop an adverse outcome pathway (AOP) that provided quantitative linkages across levels of biological organization during zebrafish embryogenesis.",INHIBITOR,"['paraoxon', 'AChE']"
"We then showed that static exposure of embryos to << paraoxon >> (31.2-500 nM) from 5 to 96 hpf resulted in significant stage- and concentration-dependent [[ AChE ]] inhibition, albeit these effects were fully reversible within 48 h following transfer to clean water.",INHIBITOR,"['paraoxon', 'AChE']"
"Based on these studies, the frequency of spontaneous tail contractions at 26 hpf - a developmental stage with minimal << AChE >> expression and activity - was significantly higher following exposure to [[ paraoxon ]] concentrations as low as 31.2 nM.",ACTIVATOR,"['AChE', 'paraoxon']"
"Based on these studies, the frequency of spontaneous tail contractions at 26 hpf - a developmental stage with minimal << AChE >> expression and activity - was significantly higher following exposure to [[ paraoxon ]] concentrations as low as 31.2 nM.",INDIRECT-UPREGULATOR,"['AChE', 'paraoxon']"
"There is, however, much information on the direct (acute and chronic) effects of << alcohol >> on the binding properties of opioid receptors, as well as modulation of opioid peptide synthesis and secretion (e.g. a suggested increase in [[ beta-endorphin ]] release).",INDIRECT-UPREGULATOR,"['alcohol', 'beta-endorphin']"
"Conversely, opioid antagonists such as naloxone and << naltrexone >> (which bind to non-selectively [[ opioid receptors ]]) have been shown to decrease alcohol consumption under various experimental conditions.",ACTIVATOR,"['naltrexone', 'opioid receptors']"
"Conversely, opioid antagonists such as << naloxone >> and naltrexone (which bind to non-selectively [[ opioid receptors ]]) have been shown to decrease alcohol consumption under various experimental conditions.",ANTAGONIST,"['naloxone', 'opioid receptors']"
"<< Esmolol >>, a unique cardioselective [[ beta 1-adrenergic receptor ]] blocker with a half-life of 9 minutes, can enable some patients with relative contraindications to beta blockers to nevertheless benefit from early beta-blocking therapy.",INHIBITOR,"['Esmolol', 'beta 1-adrenergic receptor']"
"In catalytic properties, mouse CA V is closest to CA I; however, in inhibition by << acetazolamide >>, ethoxzolamide, and cyanate, [[ CA V ]] is very similar to CA II.",INHIBITOR,"['acetazolamide', 'CA V']"
"In catalytic properties, mouse CA V is closest to CA I; however, in inhibition by << acetazolamide >>, ethoxzolamide, and cyanate, CA V is very similar to [[ CA II ]].",INHIBITOR,"['acetazolamide', 'CA II']"
"In catalytic properties, mouse CA V is closest to CA I; however, in inhibition by acetazolamide, << ethoxzolamide >>, and cyanate, [[ CA V ]] is very similar to CA II.",INHIBITOR,"['ethoxzolamide', 'CA V']"
"In catalytic properties, mouse CA V is closest to CA I; however, in inhibition by acetazolamide, << ethoxzolamide >>, and cyanate, CA V is very similar to [[ CA II ]].",INHIBITOR,"['ethoxzolamide', 'CA II']"
"In catalytic properties, mouse CA V is closest to CA I; however, in inhibition by acetazolamide, ethoxzolamide, and << cyanate >>, [[ CA V ]] is very similar to CA II.",INHIBITOR,"['cyanate', 'CA V']"
"In catalytic properties, mouse CA V is closest to CA I; however, in inhibition by acetazolamide, ethoxzolamide, and << cyanate >>, CA V is very similar to [[ CA II ]].",INHIBITOR,"['cyanate', 'CA II']"
"<< Adenylosuccinate synthetase >> (AdSS) catalyzes the Mg2+ dependent condensation of a molecule of IMP with aspartate to form [[ adenylosuccinate ]], in a reaction driven by the hydrolysis of GTP to GDP.",PRODUCT-OF,"['Adenylosuccinate synthetase', 'adenylosuccinate']"
"Adenylosuccinate synthetase (<< AdSS >>) catalyzes the Mg2+ dependent condensation of a molecule of IMP with aspartate to form [[ adenylosuccinate ]], in a reaction driven by the hydrolysis of GTP to GDP.",PRODUCT-OF,"['AdSS', 'adenylosuccinate']"
"Adenylosuccinate synthetase (<< AdSS >>) catalyzes the [[ Mg2+ ]] dependent condensation of a molecule of IMP with aspartate to form adenylosuccinate, in a reaction driven by the hydrolysis of GTP to GDP.",SUBSTRATE,"['AdSS', 'Mg2+']"
"<< Phosphate >>, a product of the reaction, was found to be a potent inhibitor of [[ MjAdSS ]] showing biphasic inhibition of enzyme activity.",INHIBITOR,"['Phosphate', 'MjAdSS']"
"The anti-inflammatory drugs << sodium salicylate >> and aspirin inhibited the activation of [[ NF-kappa B ]], which further explains the mechanism of action of these drugs.",INHIBITOR,"['sodium salicylate', 'NF-kappa B']"
"The anti-inflammatory drugs sodium salicylate and << aspirin >> inhibited the activation of [[ NF-kappa B ]], which further explains the mechanism of action of these drugs.",INHIBITOR,"['aspirin', 'NF-kappa B']"
<< Sodium salicylate >> and aspirin also inhibited [[ NF-kappa B ]]-dependent transcription from the Ig kappa enhancer and the human immunodeficiency virus (HIV) long terminal repeat (LTR) in transfected T cells.,INHIBITOR,"['Sodium salicylate', 'NF-kappa B']"
<< Sodium salicylate >> and aspirin also inhibited NF-kappa B-dependent transcription from the [[ Ig kappa ]] enhancer and the human immunodeficiency virus (HIV) long terminal repeat (LTR) in transfected T cells.,INHIBITOR,"['Sodium salicylate', 'Ig kappa']"
Sodium salicylate and << aspirin >> also inhibited [[ NF-kappa B ]]-dependent transcription from the Ig kappa enhancer and the human immunodeficiency virus (HIV) long terminal repeat (LTR) in transfected T cells.,INHIBITOR,"['aspirin', 'NF-kappa B']"
Sodium salicylate and << aspirin >> also inhibited NF-kappa B-dependent transcription from the [[ Ig kappa ]] enhancer and the human immunodeficiency virus (HIV) long terminal repeat (LTR) in transfected T cells.,INHIBITOR,"['aspirin', 'Ig kappa']"
Galanin attenuates << cyclic AMP regulatory element-binding protein >> (CREB) phosphorylation induced by chronic [[ morphine ]] and naloxone challenge in Cath.a cells and primary striatal cultures.,ACTIVATOR,"['cyclic AMP regulatory element-binding protein', 'morphine']"
Galanin attenuates cyclic AMP regulatory element-binding protein (<< CREB >>) phosphorylation induced by chronic [[ morphine ]] and naloxone challenge in Cath.a cells and primary striatal cultures.,ACTIVATOR,"['CREB', 'morphine']"
Galanin attenuates << cyclic AMP regulatory element-binding protein >> (CREB) phosphorylation induced by chronic morphine and [[ naloxone ]] challenge in Cath.a cells and primary striatal cultures.,ACTIVATOR,"['cyclic AMP regulatory element-binding protein', 'naloxone']"
Galanin attenuates cyclic AMP regulatory element-binding protein (<< CREB >>) phosphorylation induced by chronic morphine and [[ naloxone ]] challenge in Cath.a cells and primary striatal cultures.,ACTIVATOR,"['CREB', 'naloxone']"
